year,month,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99
2000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.003175735473633,0.0,0.0,0.0,0.0,0.0,22.75428581237793,0.0,0.0,35.445037841796875,0.0,0.0,0.0,0.0,0.0,0.0,31.154144287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.518386840820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4007568359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.371063232421875,0.0,0.0,0.0,22.28451156616211,0.0,0.0,27.487064361572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98341178894043
2000,6,0.0,0.0,0.0,0.0,25.949535369873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.64378547668457,0.0,0.0,0.0,0.0,0.0,0.0,35.757381439208984,0.0,0.0,0.0,0.0,0.0,0.0,25.521886825561523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.50979995727539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4951171875,0.0,0.0,0.0,0.0,0.0,0.0,31.10436248779297,0.0,0.0,33.672367095947266,0.0,0.0,0.0,30.066267013549805,0.0,0.0,27.88587760925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99498176574707,0.0,0.0,0.0,0.0,0.0,0.0,30.966197967529297,0.0,0.0,0.0,0.0,0.0,0.0,24.514219284057617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.194677352905273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.15374755859375,0.0,0.0,0.0,0.0,0.0,0.0,26.14682388305664,0.0,0.0,37.69385528564453,0.0,0.0,0.0,32.957374572753906,0.0,0.0,29.231075286865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32858657836914,0.0
2000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89223861694336,0.0,0.0,0.0,0.0,0.0,25.762413024902344,38.757102966308594,0.0,0.0,0.0,0.0,0.0,0.0,31.091838836669922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.143192291259766,0.0,0.0,83.61097717285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.048526763916016,0.0,0.0,0.0,36.09897232055664,29.99547004699707,0.0,34.72214889526367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27777862548828,0.0,0.0,0.0,0.0,0.0,0.0,32.805747985839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.66984939575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.27299118041992,0.0,0.0,0.0,31.617504119873047,0.0,0.0,0.0,0.0,0.0,45.10272979736328,0.0,0.0,0.0,31.309953689575195,0.0,0.0,32.56835174560547,0.0,0.0,33.52040481567383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.03419494628906,0.0,0.0,0.0,0.0,0.0,0.0
2000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5771484375,40.926124572753906,0.0,0.0,0.0,0.0,30.055225372314453,0.0,32.021549224853516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62179946899414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.73002243041992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.48046875,0.0,0.0,0.0,0.0,32.531700134277344,0.0,33.25128173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.39257049560547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.262725830078125,0.0,0.0,0.0,0.0,0.0,0.0,38.5060920715332,0.0,0.0,0.0,0.0,44.73351287841797,0.0,36.33870315551758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2697868347168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.125213623046875,0.0,0.0,0.0,37.06644058227539,33.72609329223633,0.0,32.27476119995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.63806915283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,12,0.0,0.0,0.0,0.0,0.0,0.0,30.548208236694336,0.0,0.0,0.0,0.0,0.0,0.0,30.836706161499023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74067306518555,0.0,0.0,0.0,0.0,41.101932525634766,0.0,43.366249084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.397438049316406,0.0,0.0,0.0,0.0,0.0,0.0,33.57297897338867,0.0,0.0,63.15782165527344,0.0,0.0,0.0,37.088932037353516,0.0,0.0,31.838529586791992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.335031509399414,38.65398406982422,0.0,0.0,0.0,0.0,0.0,0.0,35.635223388671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.19753646850586,0.0,0.0,0.0,32.08589553833008,0.0,0.0,0.0,0.0,0.0,51.36225891113281,0.0,0.0,0.0,30.970436096191406,0.0,0.0,28.79505729675293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23406982421875,0.0,0.0,0.0,0.0,0.0,28.349424362182617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.196979522705078,44.147891998291016,0.0,0.0,0.0,0.0,0.0,0.0,38.81230163574219,0.0,0.0,0.0,0.0,29.989412307739258,0.0,0.0,0.0,0.0,30.07592010498047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.15705490112305,0.0,0.0,0.0,36.481876373291016,0.0,0.0,29.85087013244629,0.0,0.0,0.0,0.0,0.0,29.002498626708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1488037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.539579391479492,50.56414031982422,0.0,0.0,0.0,0.0,0.0,0.0,51.71208572387695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.34375762939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.842342376708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.23417663574219,0.0,0.0,31.58469581604004,33.06580352783203,0.0,0.0,31.599740982055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9494571685791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18511199951172,0.0,0.0,0.0,0.0,0.0,0.0,45.43095779418945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.045814514160156,0.0,0.0,0.0,41.770973205566406,0.0,0.0,0.0,0.0,0.0,0.0,40.68427276611328,0.0,0.0,0.0,0.0,0.0,0.0,35.51151657104492,0.0,0.0,63.312965393066406,0.0,0.0,0.0,37.28965759277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8890495300293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.336788177490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25131607055664,41.48210144042969,0.0,0.0,0.0,0.0,0.0,0.0,39.7944450378418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58785629272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.14151382446289,0.0,0.0,49.401947021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.39339065551758,0.0,0.0,0.0,34.23350524902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11496353149414,0.0,0.0,0.0,0.0,0.0,30.90585708618164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.71744155883789,46.37190246582031,0.0,0.0,0.0,0.0,0.0,0.0,41.60387420654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.51134490966797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.319801330566406,0.0,0.0,0.0,0.0,0.0,0.0,32.80496597290039,0.0,0.0,48.96596145629883,0.0,0.0,0.0,37.73033905029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.392606735229492,0.0,0.0,0.0,0.0,0.0,45.24274826049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2816047668457,0.0,0.0,0.0,0.0,0.0,0.0,47.527889251708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.495845794677734,0.0,0.0,53.244571685791016,0.0,0.0,0.0,0.0,0.0,0.0,32.85784912109375,33.643898010253906,0.0,51.11026382446289,0.0,0.0,0.0,45.819908142089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18805694580078,0.0,0.0,0.0,0.0,0.0,32.174842834472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.32204055786133,0.0,0.0,0.0,0.0,0.0,0.0,51.75487518310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.958011627197266,0.0,0.0,0.0,0.0,0.0,0.0,35.81992721557617,0.0,0.0,69.97927856445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.711524963378906,0.0,60.99999237060547,0.0,0.0,0.0,48.12694549560547,0.0,0.0,32.74714660644531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59959030151367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86140060424805,56.29271697998047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.609893798828125,0.0,0.0,39.419795989990234,0.0,0.0,0.0,0.0,0.0,0.0,34.1253547668457,0.0,0.0,0.0,0.0,0.0,0.0,35.83190155029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45805740356445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.61912536621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58277893066406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.08346176147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.093658447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31596755981445,0.0,0.0,41.722442626953125,0.0,0.0,0.0,0.0,0.0,0.0,34.93899154663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14596176147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.57365417480469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.715579986572266,0.0,0.0,0.0,30.738576889038086,33.91398620605469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.40789794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.537446975708008,0.0,0.0,0.0,0.0,0.0,0.0,49.36536407470703,0.0,0.0,0.0,0.0,0.0,0.0,38.749786376953125,0.0,0.0,0.0,0.0,0.0,0.0,34.29457473754883,0.0,31.70547866821289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14040756225586,0.0,0.0,0.0,0.0,0.0,0.0,30.500286102294922,0.0,0.0,54.24262619018555,0.0,0.0,0.0,38.44715118408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61551284790039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
